,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue ID,Venue Rating,Venue Likes
66,Edgewater,25.802,-80.19,Bubba Tea n Smoothies,25.8021077,-80.1949533,Juice Bar,5ade2634531593044c0c898f,0.0,1
67,Edgewater,25.802,-80.19,SUBWAY,25.804110054110158,-80.18930834750242,Sandwich Place,4c376121298e9c741dfe07e3,6.3,3
68,Edgewater,25.802,-80.19,Doma,25.801893,-80.19416,Restaurant,5c000e0a916bc1002cbf21f9,8.3,13
69,Edgewater,25.802,-80.19,Enriqueta's Sandwich Shop,25.80408578216682,-80.19127942138446,Cuban Restaurant,4aa6aacef964a520944a20e3,8.9,226
70,Edgewater,25.802,-80.19,Sabor A Peru,25.804764455564225,-80.18929045256618,Peruvian Restaurant,4b9d1a1df964a520bd8f36e3,8.5,166
71,Edgewater,25.802,-80.19,Beaker & Gray,25.80243651435999,-80.19490145332381,New American Restaurant,55b005e6498e560b47a36888,8.6,164
72,Edgewater,25.802,-80.19,Fireman Derek's Bake Shop & Cafe,25.80344984768157,-80.19516161522809,Dessert Shop,4e2d9f677d8b7deda6e6e6e7,8.6,92
73,Edgewater,25.802,-80.19,SuViche Wynwood,25.80312385601688,-80.19487912516593,Peruvian Restaurant,5282cede498e582c7b4cd841,8.3,233
74,Edgewater,25.802,-80.19,Morgan's Restaurant,25.803854926837595,-80.19444317642369,Breakfast Spot,4b608fe3f964a520cded29e3,8.3,370
75,Edgewater,25.802,-80.19,Plant Food + Wine Miami,25.80045189451432,-80.19280529311052,Restaurant,56cc756acd108dd0335eeccb,8.8,76
76,Health District,25.787,-80.217,"Gordo Cafe, Eat Well",25.785776138305664,-80.21715545654297,Sandwich Place,5891c6288190795dc7668c52,0.0,0
77,Health District,25.787,-80.217,Yambos,25.785729923825585,-80.22155739237893,Latin American Restaurant,4de9ce4152b11677f02b669c,0.0,0
78,Health District,25.787,-80.217,Chick-n-Grill,25.788660880319938,-80.21541338878707,Salad Place,4f316527e4b0bdfc050a7451,0.0,1
79,Health District,25.787,-80.217,Salsa Fiesta,25.787700793682795,-80.21246330894348,Mexican Restaurant,563381cc498e78cfb1550b00,8.5,26
80,Health District,25.787,-80.217,Pollo Tropical,25.79021,-80.21288,Latin American Restaurant,594ad8ce18d43b45171de96a,7.0,1
81,Health District,25.787,-80.217,Chicken kitchen,25.78854490773827,-80.21213808919606,Southern / Soul Food Restaurant,4c07ddfc221620a15678f775,5.9,6
82,Health District,25.787,-80.217,La Estancia Argentina,25.787344,-80.21214,Argentinian Restaurant,586c06fa3cccc67768234b52,0.0,2
83,Health District,25.787,-80.217,Latin Express Cafe,25.790487,-80.213151,Cuban Restaurant,4e1721ad62e1ccb5024aaeed,0.0,0
84,Health District,25.787,-80.217,Manger Creole,25.78867793083191,-80.212091,Caribbean Restaurant,4e00ba6b18a8abfb3f6b32e5,0.0,3
85,Health District,25.787,-80.217,Jackson Hall,25.787344,-80.212122,Food Court,5ad620e7b040565563a5ef68,0.0,0
86,Health District,25.787,-80.217,UMHC Cafeteria,25.78862215965978,-80.21424772103101,Restaurant,4f982c64e4b06330b5bfa314,0.0,0
87,Health District,25.787,-80.217,Flavors of Miami,25.787376792996305,-80.21215260028838,Restaurant,58c2ececc0c89b4ea964f15b,0.0,0
88,Health District,25.787,-80.217,Au Bon Pain,25.790567750195173,-80.21304264773526,French Restaurant,4b4c8c30f964a520cab526e3,7.6,17
89,Health District,25.787,-80.217,Subways at Jackson Memorial Hospital,25.788126000000002,-80.212158,Sandwich Place,4cf7e090d3a8a1cd8a20d943,0.0,1
90,Health District,25.787,-80.217,Dunkin',25.787398747728425,-80.2123026596874,Donut Shop,56bf6e40cd10dbe60ed6d795,6.7,5
91,Health District,25.787,-80.217,7-Eleven,25.7874843,-80.2125271,Grocery Store,57d2cd58498ed439cf4537d3,6.5,1
92,Health District,25.787,-80.217,Jimmy John's,25.787422,-80.212182,Sandwich Place,556e036f498e546a3e2da010,6.6,3
93,Health District,25.787,-80.217,er subs,25.789190463343274,-80.21554956388559,American Restaurant,506b34bee4b09e3320c0f0d5,0.0,0
94,Health District,25.787,-80.217,Secret Sandwich Shop,25.78845216166483,-80.2113934017602,Sandwich Place,4f621afae4b0157287f2d707,0.0,0
95,Health District,25.787,-80.217,The Patio,25.786023688584322,-80.2134524432163,Greek Restaurant,51d46f6e498ec498f0dcac01,0.0,0
96,Health District,25.787,-80.217,Central Table,25.787107,-80.212423,New American Restaurant,5840253644689a410097bdc5,0.0,0
97,Health District,25.787,-80.217,Chick-fil-A,25.785475,-80.219108,Fast Food Restaurant,605abe05b7bb0b71a92f2275,0.0,0
98,Health District,25.787,-80.217,Feast of the Brave,25.79027557373047,-80.2147216796875,Fast Food Restaurant,4fa15ee8e4b0e6e2127defd4,0.0,0
99,Health District,25.787,-80.217,supermarket,25.78480339050293,-80.22113037109375,Arepa Restaurant,51202a3ae4b0788e2842440a,0.0,0
100,Health District,25.787,-80.217,Pacific Grill,25.788122177124023,-80.21210479736328,Chinese Restaurant,4bb9fec098c7ef3b498b3202,0.0,0
101,Health District,25.787,-80.217,Catered Bliss,25.78942818186015,-80.21373569370066,Food Truck,4e277faee4cd6c6cb33dec90,0.0,0
102,Health District,25.787,-80.217,SUBWAY,25.788439,-80.2122245,Sandwich Place,4e4ccccabd413c4cc66c428d,5.4,5
103,Little Haiti,25.824,-80.191,Boia De,25.823818,-80.19127,New American Restaurant,5d1e946006e5220023211b4c,9.1,16
104,Little Haiti,25.824,-80.191,Vista Restaurant,25.82181097476221,-80.19200633211582,Italian Restaurant,5b6f2c424f0e580039875f06,8.5,32
105,Little Haiti,25.824,-80.191,Chinese Food Take Out,25.82394896746532,-80.19083839036071,Chinese Restaurant,4fbff79be4b02131fa039ede,0.0,0
106,Little Haiti,25.824,-80.191,La Piazzetta Pizzeria,25.823476,-80.191577,Pizza Place,5a2348eba8eb607c630bdc67,6.8,4
107,Little Haiti,25.824,-80.191,seven seas restaurant,25.823950121487844,-80.19133420961708,Spanish Restaurant,523c59a911d20ee7a345ff56,7.1,7
108,Little Haiti,25.824,-80.191,China Express,25.824316,-80.191301,Chinese Restaurant,4f322ed319836c91c7be4b33,0.0,0
109,Little Haiti,25.824,-80.191,Go Go Green,25.822914123535156,-80.18753051757812,Juice Bar,525470e893cdc5cd2c70edbe,0.0,0
110,Little Haiti,25.824,-80.191,La Carpaccieria,25.82184203840426,-80.19210549116073,Restaurant,5f417c53019d9269a6cf810c,0.0,0
111,Little Haiti,25.824,-80.191,Go To Sushi,25.823570922493015,-80.18728641783447,Sushi Restaurant,4a89eac3f964a520540920e3,7.2,25
112,Little Haiti,25.824,-80.191,Yatai Street Food,25.82164694113205,-80.19207626581192,Asian Restaurant,5f99a7fdb875a14a472d9a83,0.0,0
113,Little Haiti,25.824,-80.191,El Turco,25.82182749298676,-80.19210343365557,Turkish Restaurant,606d12a2eb71e9289985a74d,0.0,0
114,Little Haiti,25.824,-80.191,James Ribs,25.81984,-80.188053,BBQ Joint,4b803d56f964a520c65f30e3,0.0,0
115,Little Haiti,25.824,-80.191,Craft food & Beer,25.827676,-80.192373,Food Service,59ca7c9698fbfc7a180736b1,0.0,2
116,Little Haiti,25.824,-80.191,Publix,25.820222732829453,-80.18813047983416,Grocery Store,4b0c0076f964a5208b3523e3,7.6,148
117,Little Haiti,25.824,-80.191,Palat,25.818749,-80.191788,Tapas Restaurant,5aafeb7866fc65648fd524e7,8.8,10
118,Little Haiti,25.824,-80.191,Kraken Lab,25.82179,-80.192162,Poke Place,5c43b20197cf5a002cd34647,0.0,0
119,Little Haiti,25.824,-80.191,James Barbeque,25.82311777047272,-80.18779258030062,Food Truck,4cc32fd342d1b60cc0a41513,0.0,0
120,Little Haiti,25.824,-80.191,Leela's,25.827816,-80.192297,Cajun / Creole Restaurant,524b03d0498eb075e0349963,0.0,1
121,Little Haiti,25.824,-80.191,Dunkin',25.8234049718309,-80.18742796962601,Donut Shop,4bed5f946e8c20a1fa3c7061,6.9,45
122,Little Haiti,25.824,-80.191,Burger King,25.824773432980702,-80.18716945320193,Fast Food Restaurant,4d2b4afa467d6ea89b34df95,5.7,16
123,Little Haiti,25.824,-80.191,Chez Le Bebe,25.825227508130343,-80.19355533236562,Caribbean Restaurant,4c7c13bf81bca0935e130515,7.2,12
124,Little Haiti,25.824,-80.191,Chinese Food,25.82451247169083,-80.191356003804,Chinese Restaurant,513fd7f7e4b0363e1707c895,0.0,0
125,Little Haiti,25.824,-80.191,Sabal Palm Cafeteria,25.824289321899414,-80.19135284423828,Latin American Restaurant,50915499e4b0a32428332e50,0.0,0
126,Little Haiti,25.824,-80.191,ribs 2 go,25.819927,-80.19312473333333,BBQ Joint,4b803fb5f964a520b76030e3,0.0,1
127,Little Haiti,25.824,-80.191,Deliciosso Pollo,25.825468063354492,-80.1862564086914,Cuban Restaurant,506f13a9498e1374723c27eb,0.0,1
128,Little Haiti,25.824,-80.191,Alfredos Argentinian Restaurant,25.823018,-80.187028,Food,4f324e6119836c91c7cab730,0.0,0
129,Little Haiti,25.824,-80.191,Primo's Trattoria,25.820731,-80.187456,Italian Restaurant,57ec5d5e498e1648f0f5107e,0.0,0
130,Little Haiti,25.824,-80.191,Vinoeolio,25.818697,-80.192166,Italian Restaurant,4c7e5963b33a224bb598da81,0.0,0
131,Little Haiti,25.824,-80.191,Novecento,25.828340530395508,-80.18833923339844,Food,4f326f0f19836c91c7d764bd,0.0,2
132,Little Haiti,25.824,-80.191,Juice Caboose,25.821105,-80.188505,Food,4dfa57b9c65bde78179d5734,0.0,0
133,Little Haiti,25.824,-80.191,Trucking Thursday Food Trucks,25.821115,-80.188313,Food Truck,50369dd0e4b06f3b86049b38,0.0,0
134,Little Haiti,25.824,-80.191,Duffy's,25.82267550256423,-80.19155759976918,Restaurant,4d65cd1684f28cfa760b6469,0.0,0
135,Little Haiti,25.824,-80.191,Sandwhich Where,25.82515912929086,-80.1950797441803,Sandwich Place,58c864ad460dd9341dbaa132,0.0,1
136,Little Haiti,25.824,-80.191,Fiorito,25.827146911414328,-80.19183736337303,Argentinian Restaurant,50f84bcee4b0688fecfe6ced,9.2,165
137,Little Haiti,25.824,-80.191,Shokudo By World Resources Cafe,25.8191213,-80.1918001,Japanese Restaurant,5004725ee4b0c432cff8607e,8.0,51
138,Little Haiti,25.824,-80.191,The Honey Tree,25.823552706970368,-80.18731644570398,Vegetarian / Vegan Restaurant,4bc75ce292b376b027924f3a,7.2,11
139,Lummus Park,25.777,-80.201,Rosie's,25.778580671682597,-80.20097851753235,American Restaurant,5f3ebd00ea03aa5dbdd27687,0.0,1
140,Lummus Park,25.777,-80.201,Jefe's Original Fish Taco & Burgers,25.77232136022295,-80.19880928917951,Food Truck,4c674d83f7a80f4748e4a07a,0.0,0
141,Lummus Park,25.777,-80.201,Garcia's Seafood Grille & Fish,25.777392768298544,-80.20379920374106,Seafood Restaurant,4afb5d95f964a5205d1d22e3,8.4,296
142,Lummus Park,25.777,-80.201,Bottega Express,25.775769645454584,-80.19670482234271,American Restaurant,4bb1e5e1f964a52041a93ce3,0.0,5
143,Lummus Park,25.777,-80.201,Cracked By Chef Adrianne,25.77247457326125,-80.19980628015442,Food Truck,5c041776d176e90025d25e11,0.0,1
144,Lummus Park,25.777,-80.201,Seasalt Brasserie,25.77765453551215,-80.20433648578981,Seafood Restaurant,52559e34498e60adf4b31deb,7.3,14
145,Lummus Park,25.777,-80.201,El Reglano Seafood,25.778391,-80.20586999999999,Food,4f32465c19836c91c7c78fcd,0.0,1
146,Lummus Park,25.777,-80.201,Subway Downtown,25.773787999999993,-80.19739780489351,Sandwich Place,4c29dfb6ed0ac9b62f5c62aa,0.0,1
147,Lummus Park,25.777,-80.201,Casablanca Seafood Bar & Grill,25.77753914982684,-80.2041362918922,Seafood Restaurant,4aac5564f964a520865d20e3,7.7,129
148,Lummus Park,25.777,-80.201,Narcobollo,25.773952,-80.19706,Latin American Restaurant,55ce2328498e5fecce38f920,0.0,3
149,Lummus Park,25.777,-80.201,TriniPot,25.778106,-80.197708,Restaurant,529f799611d2ae19bf297b9a,0.0,2
150,Lummus Park,25.777,-80.201,Food Trucks at Gov't Ctr,25.776711,-80.197678,Food Truck,5707e3e2498e4c3d454a7692,0.0,0
151,Lummus Park,25.777,-80.201,Michelle's Cafe,25.778385172391694,-80.19740367554313,Food,4e85ef1877c8e4e6e146818f,0.0,0
152,Lummus Park,25.777,-80.201,Silver Food Market,25.77621997343516,-80.20462218165035,Deli / Bodega,50a3f010e4b04387450c0a08,0.0,0
153,Lummus Park,25.777,-80.201,Shops At Metrofare,25.775654,-80.196351,Deli / Bodega,4ca246c6554b236a83cc1c48,0.0,0
154,Lummus Park,25.777,-80.201,marker88 restaurant,25.77756280159585,-80.20409920099327,Seafood Restaurant,52c7aa2911d234eea5a9c3e1,0.0,1
155,Lummus Park,25.777,-80.201,La PuPusa Factory,25.774860382080078,-80.2017822265625,South American Restaurant,4fa18869e4b0c5623e4cba9a,0.0,0
156,Lummus Park,25.777,-80.201,Iberico Pata Negra,25.773506942637944,-80.2019376243308,Spanish Restaurant,4bb0ae99f964a52096543ce3,9.1,81
157,Lummus Park,25.777,-80.201,Seaspice,25.777737952967698,-80.20467659447746,American Restaurant,52cd660d498ed6aedf0ba172,8.8,417
158,Lummus Park,25.777,-80.201,Kiki On The River,25.77778202979427,-80.20496443015097,Restaurant,58d84463d0bb3e33b0e48e8b,8.2,78
159,Lummus Park,25.777,-80.201,Crust,25.778427610752942,-80.2059819673797,Pizza Place,53e51125e4b09e90e0c7e01c,8.5,63
160,Park West,25.785,-80.193,Eleventh Street Pizza,25.784501,-80.193832,Pizza Place,603d2a80c9be87682a74daa8,0.0,0
161,Park West,25.785,-80.193,ROOFTOP at E11EVEN,25.78490932,-80.193509,Restaurant,531fdace498e9733c8cbf1a9,7.5,28
162,Park West,25.785,-80.193,The Corner,25.7846686402424,-80.1938750708551,Gastropub,4ed189a861af476c0a0198d2,8.8,258
163,Park West,25.785,-80.193,Da Lida,25.78446414631645,-80.19388139247893,Italian Restaurant,5f99a89e07e574152abc167d,0.0,0
164,Park West,25.785,-80.193,Touche Restaurant and Rooftop Lounge,25.785139083862305,-80.19377899169922,Restaurant,5434b5ee498e6b4a4f14342d,0.0,0
165,Park West,25.785,-80.193,Melinda’s,25.787037,-80.194183,Restaurant,5f3869beaa2b22046dadb8d3,0.0,3
166,Park West,25.785,-80.193,Deli View,25.783000946044922,-80.19457244873047,Deli / Bodega,4c56f940b7a31b8dc2274fda,0.0,4
167,Park West,25.785,-80.193,Mina Bistro,25.78310198849502,-80.19489526748657,American Restaurant,581a6956eaf46a3bfb9ce3e8,0.0,0
168,Park West,25.785,-80.193,Bites to Bites,25.783435,-80.189911,Latin American Restaurant,5eb30d242e26b00008e4dfcc,0.0,0
169,Park West,25.785,-80.193,Bistro Cafe,25.788182,-80.19155,Bistro,5e0ce8583ee94a0008b86f39,0.0,4
170,Park West,25.785,-80.193,Peel Soft Serve,25.79075499446327,-80.19412382029587,Food Truck,5f4c051b6b9d5422088ace2f,0.0,1
171,Park West,25.785,-80.193,Savor,25.784998,-80.188162,Restaurant,59d911bbf0b4900f6922249e,0.0,1
172,Park West,25.785,-80.193,Jacalito Taqueira Mexicana,25.787862,-80.193171,Mexican Restaurant,609d905bf19e9f04a5043673,0.0,0
173,Park West,25.785,-80.193,Swagat Indian Kitchen,25.782915,-80.19002,Indian Restaurant,5d756ebab799550008f6860e,0.0,1
174,Park West,25.785,-80.193,The Urban,25.78386116027832,-80.19829559326172,Food Court,5ad881f7947c05515dd81c0f,0.0,0
175,Park West,25.785,-80.193,SugarDaddy Miami,25.78815928289881,-80.19303247332573,Dessert Shop,60148b48f6ded35a7d31fefd,0.0,0
176,Park West,25.785,-80.193,Tomorrowland Miami,25.78805245,-80.19438372,Bar,5d80f506b4965100087def28,0.0,1
177,Park West,25.785,-80.193,Street Food Friday,25.788328599604878,-80.19054961518053,Food Truck,4d25c6821d366a31e23a1921,0.0,0
178,Park West,25.785,-80.193,Kimberly’s Frozen Treats,25.787207,-80.19393,Juice Bar,5f53d6cb0b69a228a1ea2c74,0.0,0
179,Park West,25.785,-80.193,CVLTVRA,25.785111407315984,-80.18989562988281,Restaurant,5bcf6d8cbd4009002ced94f7,5.4,3
180,Park West,25.785,-80.193,Polo Tropical,25.781621182185127,-80.19502824480188,Latin American Restaurant,4d66f94aa88a6ea87977de72,0.0,0
181,Park West,25.785,-80.193,Red Rooster Overtown,25.783071517944336,-80.1982650756836,Restaurant,5e63832a5bed810008417dbe,0.0,2
182,Park West,25.785,-80.193,Almalibre Açaí Bar,25.784803,-80.190459,Juice Bar,5ab803439be5221d9c996f22,0.0,1
183,Park West,25.785,-80.193,Pucci's Pizza,25.782943587861947,-80.18995288435917,Pizza Place,4efa6df861af454600faad9c,7.7,46
184,Park West,25.785,-80.193,New York Pizza and Restaurant,25.788498,-80.190062,Pizza Place,4dee4d46e4cd032b189ef127,0.0,3
185,Park West,25.785,-80.193,Miami Food Trucks,25.786665326319547,-80.1904842319852,Food Truck,4dd69bf4d1647fcf3e35c394,0.0,0
186,Park West,25.785,-80.193,La Esquina At 11th,25.78528,-80.19036,Pizza Place,5734adee498ec57cb72bc99b,0.0,4
187,Park West,25.785,-80.193,Fogarty's,25.787307739257812,-80.19205474853516,American Restaurant,4f6364f2e4b08383b0931ad3,0.0,0
188,Park West,25.785,-80.193,Volare Italian Restaurant,25.781229210405684,-80.19114895880345,Italian Restaurant,4fe3c7e1e4b05cb8d2752a7e,0.0,0
189,Park West,25.785,-80.193,Sal's Italian Goumet,25.783410514490132,-80.18986853777218,Italian Restaurant,500202d0e4b021927dd31b96,0.0,0
190,Park West,25.785,-80.193,Munchies,25.781698,-80.190121,Restaurant,4eccb8706da1d506e8f0bf61,0.0,0
